state,centre,commodity,variety,unit,category,date,retail_price
bihar,hajipur,rice,superfine,kg.,food,01/01/01,82.92979841
bihar,muzaffarpur,rice,superfine,kg.,food,01/01/01,82.92979841
bihar,patna,rice,superfine,kg.,food,01/01/01,82.92979841
goa,panaji,rice,superfine,kg.,food,01/01/01,82.92979841
gujarat,gandhi nagar,rice,superfine,kg.,food,01/01/01,82.92979841
gujarat,rajkot,rice,common/coarse,kg.,food,01/01/01,82.92979841
gujarat,rajkot,rice,fine,kg.,food,01/01/01,82.92979841
gujarat,rajkot,rice,superfine,kg.,food,01/01/01,82.92979841
gujarat,surat,rice,common/coarse,kg.,food,01/01/01,82.92979841
gujarat,surat,rice,fine,kg.,food,01/01/01,82.92979841
gujarat,surat,rice,superfine,kg.,food,01/01/01,82.92979841
gujarat,vadodra,rice,superfine,kg.,food,01/01/01,82.92979841
haryana,hissar,rice,common/coarse,kg.,food,01/01/01,82.92979841
haryana,hissar,rice,fine,kg.,food,01/01/01,82.92979841
haryana,hissar,rice,superfine,kg.,food,01/01/01,82.92979841
haryana,karnal,rice,fine,kg.,food,01/01/01,42
haryana,karnal,rice,superfine,kg.,food,01/01/01,82.92979841
himachal pradesh,mandi,rice,superfine,kg.,food,01/01/01,82.92979841
himachal pradesh,shimla,rice,common/coarse,kg.,food,01/01/01,82.92979841
himachal pradesh,shimla,rice,fine,kg.,food,01/01/01,82.92979841
himachal pradesh,shimla,rice,superfine,kg.,food,01/01/01,82.92979841
jammu kashmir,jammu,rice,superfine,kg.,food,01/01/01,82.92979841
jammu kashmir,shrinagar,rice,fine,kg.,food,01/01/01,82.92979841
jammu kashmir,shrinagar,rice,superfine,kg.,food,01/01/01,82.92979841
jharkhand,dhanbad,rice,superfine,kg.,food,01/01/01,82.92979841
jharkhand,ranchi,rice,superfine,kg.,food,01/01/01,82.92979841
karnataka,bangalore,rice,superfine,kg.,food,01/01/01,82.92979841
karnataka,bijapur,rice,common/coarse,kg.,food,01/01/01,82.92979841
karnataka,bijapur,rice,fine,kg.,food,01/01/01,82.92979841
karnataka,bijapur,rice,superfine,kg.,food,01/01/01,82.92979841
karnataka,hubli,rice,common/coarse,kg.,food,01/01/01,82.92979841
karnataka,hubli,rice,fine,kg.,food,01/01/01,82.92979841
karnataka,hubli,rice,superfine,kg.,food,01/01/01,82.92979841
karnataka,tumkur,rice,superfine,kg.,food,01/01/01,82.92979841
kerala,ernakulam,rice,superfine,kg.,food,01/01/01,82.92979841
kerala,khozhikode,rice,superfine,kg.,food,01/01/01,82.92979841
kerala,trivandrum,rice,superfine,kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,rice,common/coarse,kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,rice,fine,kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,rice,superfine,kg.,food,01/01/01,82.92979841
madhya pradesh,bhopal,rice,superfine,kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,rice,common/coarse,kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,rice,fine,kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,rice,superfine,kg.,food,01/01/01,82.92979841
madhya pradesh,indore,rice,common/coarse,kg.,food,01/01/01,82.92979841
madhya pradesh,indore,rice,fine,kg.,food,01/01/01,82.92979841
madhya pradesh,indore,rice,superfine,kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,rice,common/coarse,kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,rice,fine,kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,rice,superfine,kg.,food,01/01/01,82.92979841
madhya pradesh,sehore,rice,superfine,kg.,food,01/01/01,82.92979841
maharashtra,aurangabad,rice,common/coarse,kg.,food,01/01/01,82.92979841
maharashtra,aurangabad,rice,fine,kg.,food,01/01/01,82.92979841
maharashtra,aurangabad,rice,superfine,kg.,food,01/01/01,82.92979841
maharashtra,mumbai,rice,common/coarse,kg.,food,01/01/01,82.92979841
maharashtra,mumbai,rice,fine,kg.,food,01/01/01,82.92979841
maharashtra,mumbai,rice,superfine,kg.,food,01/01/01,82.92979841
maharashtra,nagpur,rice,common/coarse,kg.,food,01/01/01,82.92979841
maharashtra,nagpur,rice,fine,kg.,food,01/01/01,82.92979841
maharashtra,nagpur,rice,superfine,kg.,food,01/01/01,82.92979841
maharashtra,nasik,rice,superfine,kg.,food,01/01/01,82.92979841
maharashtra,pune,rice,common/coarse,kg.,food,01/01/01,82.92979841
maharashtra,pune,rice,fine,kg.,food,01/01/01,82.92979841
maharashtra,pune,rice,superfine,kg.,food,01/01/01,82.92979841
manipur,imphal,rice,common/coarse,kg.,food,01/01/01,82.92979841
manipur,imphal,rice,fine,kg.,food,01/01/01,82.92979841
manipur,imphal,rice,superfine,kg.,food,01/01/01,82.92979841
meghalaya,shillong,rice,superfine,kg.,food,01/01/01,82.92979841
mizoram,aizwal,rice,common/coarse,kg.,food,01/01/01,82.92979841
mizoram,aizwal,rice,superfine,kg.,food,01/01/01,82.92979841
nagaland,kohima,rice,common/coarse,kg.,food,01/01/01,82.92979841
nagaland,kohima,rice,fine,kg.,food,01/01/01,82.92979841
nagaland,kohima,rice,superfine,kg.,food,01/01/01,82.92979841
national capital,delhi,rice,fine,kg.,food,01/01/01,24
national capital,delhi,rice,superfine,kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,rice,common/coarse,kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,rice,fine,kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,rice,superfine,kg.,food,01/01/01,82.92979841
orissa,bhubneshwar,rice,superfine,kg.,food,01/01/01,82.92979841
orissa,cuttack,rice,superfine,kg.,food,01/01/01,82.92979841
punjab,amritsar,rice,fine,kg.,food,01/01/01,40
punjab,amritsar,rice,superfine,kg.,food,01/01/01,82.92979841
punjab,bhatinda,rice,superfine,kg.,food,01/01/01,82.92979841
punjab,ludhiana,rice,fine,kg.,food,01/01/01,25
punjab,ludhiana,rice,superfine,kg.,food,01/01/01,82.92979841
rajasthan,dausa,rice,common/coarse,kg.,food,01/01/01,82.92979841
rajasthan,dausa,rice,fine,kg.,food,01/01/01,82.92979841
rajasthan,dausa,rice,superfine,kg.,food,01/01/01,82.92979841
rajasthan,jaipur,rice,superfine,kg.,food,01/01/01,82.92979841
rajasthan,jodhpur,rice,superfine,kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,rice,common/coarse,kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,rice,fine,kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,rice,superfine,kg.,food,01/01/01,82.92979841
rajasthan,udaipur,rice,superfine,kg.,food,01/01/01,82.92979841
sikkim,gangtok,rice,common/coarse,kg.,food,01/01/01,82.92979841
sikkim,gangtok,rice,fine,kg.,food,01/01/01,82.92979841
sikkim,gangtok,rice,superfine,kg.,food,01/01/01,82.92979841
tamil nadu,chennai,rice,common/coarse,kg.,food,01/01/01,82.92979841
tamil nadu,chennai,rice,fine,kg.,food,01/01/01,82.92979841
tamil nadu,chennai,rice,superfine,kg.,food,01/01/01,82.92979841
tamil nadu,coimbatore,rice,superfine,kg.,food,01/01/01,82.92979841
tamil nadu,madurai,rice,superfine,kg.,food,01/01/01,82.92979841
tamil nadu,salem,rice,superfine,kg.,food,01/01/01,82.92979841
tamil nadu,tambram,rice,common/coarse,kg.,food,01/01/01,82.92979841
tamil nadu,tambram,rice,fine,kg.,food,01/01/01,82.92979841
tamil nadu,tambram,rice,superfine,kg.,food,01/01/01,82.92979841
tamil nadu,tirunelveli,rice,superfine,kg.,food,01/01/01,82.92979841
telangana,hyderabad,rice,superfine,kg.,food,01/01/01,82.92979841
tripura,agartala,rice,superfine,kg.,food,01/01/01,82.92979841
union territories,chandigarh,rice,common/coarse,kg.,food,01/01/01,82.92979841
union territories,chandigarh,rice,superfine,kg.,food,01/01/01,82.92979841
union territories,pondicherry,rice,common/coarse,kg.,food,01/01/01,82.92979841
union territories,pondicherry,rice,fine,kg.,food,01/01/01,82.92979841
union territories,pondicherry,rice,superfine,kg.,food,01/01/01,82.92979841
union territories,portblair,rice,superfine,kg.,food,01/01/01,82.92979841
union territories,silvasa,rice,fine,kg.,food,01/01/01,82.92979841
uttar pradesh,agra,rice,fine,kg.,food,01/01/01,28
uttar pradesh,agra,rice,superfine,kg.,food,01/01/01,82.92979841
uttar pradesh,allahabad,rice,superfine,kg.,food,01/01/01,82.92979841
uttar pradesh,gorakhpur,rice,superfine,kg.,food,01/01/01,82.92979841
uttar pradesh,kanpur,rice,common/coarse,kg.,food,01/01/01,82.92979841
uttar pradesh,kanpur,rice,fine,kg.,food,01/01/01,82.92979841
uttar pradesh,kanpur,rice,superfine,kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,rice,common/coarse,kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,rice,fine,kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,rice,superfine,kg.,food,01/01/01,82.92979841
uttar pradesh,saharanpur,rice,common/coarse,kg.,food,01/01/01,82.92979841
uttar pradesh,saharanpur,rice,fine,kg.,food,01/01/01,82.92979841
uttar pradesh,saharanpur,rice,superfine,kg.,food,01/01/01,82.92979841
uttarakhand,haldwani,rice,superfine,kg.,food,01/01/01,82.92979841
uttarakhand,srinagar,rice,common/coarse,kg.,food,01/01/01,82.92979841
uttarakhand,srinagar,rice,fine,kg.,food,01/01/01,82.92979841
uttarakhand,srinagar,rice,superfine,kg.,food,01/01/01,82.92979841
west bengal,asansol,rice,superfine,kg.,food,01/01/01,82.92979841
west bengal,howrah,rice,superfine,kg.,food,01/01/01,82.92979841
west bengal,jalpaiguri,rice,common/coarse,kg.,food,01/01/01,82.92979841
west bengal,jalpaiguri,rice,fine,kg.,food,01/01/01,82.92979841
west bengal,jalpaiguri,rice,superfine,kg.,food,01/01/01,82.92979841
west bengal,kolkata,rice,superfine,kg.,food,01/01/01,82.92979841
west bengal,malda,unknown,superfine,kg.,food,01/01/01,82.92979841
andhra pradesh,chittoor,salt,packet(iodized),kg.,food,01/01/01,82.92979841
andhra pradesh,guntur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
andhra pradesh,kurnool,salt,packet(iodized),kg.,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,salt,loose(common),kg.,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,salt,packet(iodized),kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,salt,loose(common),kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,salt,packet(iodized),kg.,food,01/01/01,82.92979841
assam,dibrugarh,salt,loose(common),kg.,food,01/01/01,82.92979841
assam,dibrugarh,salt,packet(iodized),kg.,food,01/01/01,82.92979841
assam,dispur,salt,loose(common),kg.,food,01/01/01,82.92979841
assam,dispur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
assam,guwahati,salt,loose(common),kg.,food,01/01/01,82.92979841
assam,guwahati,salt,packet(iodized),kg.,food,01/01/01,82.92979841
assam,silchar,salt,loose(common),kg.,food,01/01/01,82.92979841
assam,silchar,salt,packet(iodized),kg.,food,01/01/01,82.92979841
bihar,gaya,salt,loose(common),kg.,food,01/01/01,82.92979841
bihar,gaya,salt,packet(iodized),kg.,food,01/01/01,82.92979841
bihar,hajipur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
bihar,muzaffarpur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
bihar,patna,salt,packet(iodized),kg.,food,01/01/01,82.92979841
goa,panaji,salt,packet(iodized),kg.,food,01/01/01,82.92979841
gujarat,gandhi nagar,salt,packet(iodized),kg.,food,01/01/01,82.92979841
gujarat,rajkot,salt,loose(common),kg.,food,01/01/01,82.92979841
gujarat,rajkot,salt,packet(iodized),kg.,food,01/01/01,82.92979841
gujarat,surat,salt,loose(common),kg.,food,01/01/01,82.92979841
gujarat,surat,salt,packet(iodized),kg.,food,01/01/01,82.92979841
gujarat,vadodra,salt,packet(iodized),kg.,food,01/01/01,82.92979841
haryana,hissar,salt,loose(common),kg.,food,01/01/01,82.92979841
haryana,hissar,salt,packet(iodized),kg.,food,01/01/01,82.92979841
haryana,karnal,salt,packet(iodized),kg.,food,01/01/01,82.92979841
himachal pradesh,mandi,salt,packet(iodized),kg.,food,01/01/01,82.92979841
himachal pradesh,shimla,salt,loose(common),kg.,food,01/01/01,82.92979841
himachal pradesh,shimla,salt,packet(iodized),kg.,food,01/01/01,82.92979841
jammu kashmir,jammu,salt,loose(common),kg.,food,01/01/01,82.92979841
jammu kashmir,jammu,salt,packet(iodized),kg.,food,01/01/01,82.92979841
jammu kashmir,shrinagar,salt,loose(common),kg.,food,01/01/01,82.92979841
jammu kashmir,shrinagar,salt,packet(iodized),kg.,food,01/01/01,82.92979841
jharkhand,dhanbad,salt,packet(iodized),kg.,food,01/01/01,82.92979841
jharkhand,ranchi,salt,packet(iodized),kg.,food,01/01/01,82.92979841
karnataka,bangalore,salt,packet(iodized),kg.,food,01/01/01,82.92979841
karnataka,bijapur,salt,loose(common),kg.,food,01/01/01,82.92979841
karnataka,bijapur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
karnataka,hubli,salt,loose(common),kg.,food,01/01/01,82.92979841
karnataka,hubli,salt,packet(iodized),kg.,food,01/01/01,82.92979841
karnataka,tumkur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
kerala,ernakulam,salt,packet(iodized),kg.,food,01/01/01,82.92979841
kerala,khozhikode,salt,packet(iodized),kg.,food,01/01/01,82.92979841
kerala,trivandrum,salt,packet(iodized),kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,salt,loose(common),kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,salt,packet(iodized),kg.,food,01/01/01,82.92979841
madhya pradesh,bhopal,salt,packet(iodized),kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,salt,loose(common),kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,salt,packet(iodized),kg.,food,01/01/01,82.92979841
madhya pradesh,indore,salt,loose(common),kg.,food,01/01/01,82.92979841
madhya pradesh,indore,salt,packet(iodized),kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,salt,loose(common),kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,salt,packet(iodized),kg.,food,01/01/01,82.92979841
madhya pradesh,sehore,salt,packet(iodized),kg.,food,01/01/01,82.92979841
maharashtra,aurangabad,salt,loose(common),kg.,food,01/01/01,82.92979841
maharashtra,aurangabad,salt,packet(iodized),kg.,food,01/01/01,82.92979841
maharashtra,mumbai,salt,loose(common),kg.,food,01/01/01,82.92979841
maharashtra,mumbai,salt,packet(iodized),kg.,food,01/01/01,82.92979841
maharashtra,nagpur,salt,loose(common),kg.,food,01/01/01,82.92979841
maharashtra,nagpur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
maharashtra,nasik,salt,packet(iodized),kg.,food,01/01/01,82.92979841
maharashtra,pune,salt,loose(common),kg.,food,01/01/01,82.92979841
maharashtra,pune,salt,packet(iodized),kg.,food,01/01/01,82.92979841
manipur,imphal,salt,loose(common),kg.,food,01/01/01,82.92979841
manipur,imphal,salt,packet(iodized),kg.,food,01/01/01,82.92979841
meghalaya,shillong,salt,packet(iodized),kg.,food,01/01/01,82.92979841
mizoram,aizwal,salt,packet(iodized),kg.,food,01/01/01,82.92979841
nagaland,kohima,salt,loose(common),kg.,food,01/01/01,82.92979841
nagaland,kohima,salt,packet(iodized),kg.,food,01/01/01,82.92979841
national capital,delhi,salt,packet(iodized),kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,salt,loose(common),kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,salt,packet(iodized),kg.,food,01/01/01,82.92979841
orissa,bhubneshwar,salt,packet(iodized),kg.,food,01/01/01,82.92979841
orissa,cuttack,salt,packet(iodized),kg.,food,01/01/01,82.92979841
punjab,amritsar,salt,packet(iodized),kg.,food,01/01/01,82.92979841
punjab,bhatinda,salt,packet(iodized),kg.,food,01/01/01,82.92979841
punjab,ludhiana,salt,packet(iodized),kg.,food,01/01/01,82.92979841
rajasthan,dausa,salt,loose(common),kg.,food,01/01/01,82.92979841
rajasthan,dausa,salt,packet(iodized),kg.,food,01/01/01,82.92979841
rajasthan,jaipur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
rajasthan,jodhpur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,salt,loose(common),kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
rajasthan,udaipur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
sikkim,gangtok,salt,loose(common),kg.,food,01/01/01,82.92979841
sikkim,gangtok,salt,packet(iodized),kg.,food,01/01/01,82.92979841
tamil nadu,chennai,salt,loose(common),kg.,food,01/01/01,82.92979841
tamil nadu,chennai,salt,packet(iodized),kg.,food,01/01/01,82.92979841
tamil nadu,coimbatore,salt,packet(iodized),kg.,food,01/01/01,82.92979841
tamil nadu,madurai,salt,packet(iodized),kg.,food,01/01/01,82.92979841
tamil nadu,salem,salt,packet(iodized),kg.,food,01/01/01,82.92979841
tamil nadu,tambram,salt,loose(common),kg.,food,01/01/01,82.92979841
tamil nadu,tambram,salt,packet(iodized),kg.,food,01/01/01,82.92979841
tamil nadu,tirunelveli,salt,packet(iodized),kg.,food,01/01/01,82.92979841
telangana,hyderabad,salt,loose(common),kg.,food,01/01/01,82.92979841
telangana,hyderabad,salt,packet(iodized),kg.,food,01/01/01,82.92979841
tripura,agartala,salt,packet(iodized),kg.,food,01/01/01,82.92979841
union territories,chandigarh,salt,loose(common),kg.,food,01/01/01,82.92979841
union territories,chandigarh,salt,packet(iodized),kg.,food,01/01/01,82.92979841
union territories,pondicherry,salt,loose(common),kg.,food,01/01/01,82.92979841
union territories,pondicherry,salt,packet(iodized),kg.,food,01/01/01,82.92979841
union territories,portblair,salt,packet(iodized),kg.,food,01/01/01,82.92979841
union territories,silvasa,salt,packet(iodized),kg.,food,01/01/01,82.92979841
uttar pradesh,agra,salt,packet(iodized),kg.,food,01/01/01,82.92979841
uttar pradesh,allahabad,salt,packet(iodized),kg.,food,01/01/01,82.92979841
uttar pradesh,gorakhpur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
uttar pradesh,kanpur,salt,loose(common),kg.,food,01/01/01,82.92979841
uttar pradesh,kanpur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,salt,loose(common),kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,salt,packet(iodized),kg.,food,01/01/01,82.92979841
uttar pradesh,saharanpur,salt,loose(common),kg.,food,01/01/01,82.92979841
uttar pradesh,saharanpur,salt,packet(iodized),kg.,food,01/01/01,82.92979841
uttarakhand,haldwani,salt,packet(iodized),kg.,food,01/01/01,82.92979841
uttarakhand,srinagar,salt,packet(iodized),kg.,food,01/01/01,82.92979841
west bengal,asansol,salt,packet(iodized),kg.,food,01/01/01,82.92979841
west bengal,howrah,salt,packet(iodized),kg.,food,01/01/01,82.92979841
west bengal,jalpaiguri,salt,loose(common),kg.,food,01/01/01,82.92979841
west bengal,jalpaiguri,salt,packet(iodized),kg.,food,01/01/01,82.92979841
west bengal,kolkata,salt,packet(iodized),kg.,food,01/01/01,82.92979841
west bengal,malda,unknown,packet(iodized),kg.,food,01/01/01,82.92979841
andhra pradesh,guntur,sugar,unknown,kg.,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,sugar,unknown,kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,sugar,unknown,kg.,food,01/01/01,82.92979841
assam,dibrugarh,sugar,unknown,kg.,food,01/01/01,82.92979841
assam,dispur,sugar,unknown,kg.,food,01/01/01,82.92979841
assam,guwahati,sugar,unknown,kg.,food,01/01/01,82.92979841
assam,silchar,sugar,unknown,kg.,food,01/01/01,82.92979841
bihar,gaya,sugar,unknown,kg.,food,01/01/01,82.92979841
gujarat,rajkot,sugar,unknown,kg.,food,01/01/01,82.92979841
gujarat,surat,sugar,unknown,kg.,food,01/01/01,82.92979841
haryana,hissar,sugar,unknown,kg.,food,01/01/01,82.92979841
himachal pradesh,shimla,sugar,unknown,kg.,food,01/01/01,82.92979841
karnataka,bijapur,sugar,unknown,kg.,food,01/01/01,82.92979841
karnataka,hubli,sugar,unknown,kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,sugar,unknown,kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,sugar,unknown,kg.,food,01/01/01,82.92979841
madhya pradesh,indore,sugar,unknown,kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,sugar,unknown,kg.,food,01/01/01,82.92979841
maharashtra,aurangabad,sugar,unknown,kg.,food,01/01/01,82.92979841
maharashtra,mumbai,sugar,unknown,kg.,food,01/01/01,82.92979841
maharashtra,nagpur,sugar,unknown,kg.,food,01/01/01,82.92979841
maharashtra,pune,sugar,unknown,kg.,food,01/01/01,82.92979841
manipur,imphal,sugar,unknown,kg.,food,01/01/01,82.92979841
nagaland,kohima,sugar,unknown,kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,sugar,unknown,kg.,food,01/01/01,82.92979841
rajasthan,dausa,sugar,unknown,kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,sugar,unknown,kg.,food,01/01/01,82.92979841
sikkim,gangtok,sugar,unknown,kg.,food,01/01/01,82.92979841
tamil nadu,chennai,sugar,unknown,kg.,food,01/01/01,82.92979841
tamil nadu,tambram,sugar,unknown,kg.,food,01/01/01,82.92979841
